"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"8600000US58004","ZCTA5 58004","89250","null","26063","null",
"8600000US58005","ZCTA5 58005","120000","null","22927","null",
"8600000US58006","ZCTA5 58006","78125","null","14715","null",
"8600000US58007","ZCTA5 58007","100417","null","43654","null",
"8600000US58008","ZCTA5 58008","90000","null","31459","null",
"8600000US58009","ZCTA5 58009","-","-","**","**",
"8600000US58011","ZCTA5 58011","80956","null","5957","null",
"8600000US58012","ZCTA5 58012","55208","null","26971","null",
"8600000US58013","ZCTA5 58013","-","-","**","**",
"8600000US58015","ZCTA5 58015","70250","null","14513","null",
"8600000US58016","ZCTA5 58016","88141","null","13038","null",
"8600000US58017","ZCTA5 58017","52500","null","17668","null",
"8600000US58018","ZCTA5 58018","90536","null","22681","null",
"8600000US58021","ZCTA5 58021","80625","null","28186","null",
"8600000US58027","ZCTA5 58027","50551","null","9932","null",
"8600000US58029","ZCTA5 58029","86250","null","1311","null",
"8600000US58030","ZCTA5 58030","54583","null","10880","null",
"8600000US58031","ZCTA5 58031","70156","null","25726","null",
"8600000US58032","ZCTA5 58032","64444","null","8341","null",
"8600000US58033","ZCTA5 58033","96563","null","22987","null",
"8600000US58035","ZCTA5 58035","95000","null","29771","null",
"8600000US58036","ZCTA5 58036","72188","null","39896","null",
"8600000US58038","ZCTA5 58038","82500","null","42653","null",
"8600000US58040","ZCTA5 58040","59750","null","16543","null",
"8600000US58041","ZCTA5 58041","65214","null","3707","null",
"8600000US58042","ZCTA5 58042","112396","null","19052","null",
"8600000US58043","ZCTA5 58043","96250","null","15675","null",
"8600000US58045","ZCTA5 58045","65313","null","10234","null",
"8600000US58046","ZCTA5 58046","78125","null","16344","null",
"8600000US58047","ZCTA5 58047","136806","null","31452","null",
"8600000US58048","ZCTA5 58048","81250","null","7247","null",
"8600000US58049","ZCTA5 58049","90602","null","7182","null",
"8600000US58051","ZCTA5 58051","102548","null","7915","null",
"8600000US58052","ZCTA5 58052","76750","null","22364","null",
"8600000US58053","ZCTA5 58053","48523","null","6010","null",
"8600000US58054","ZCTA5 58054","59250","null","7671","null",
"8600000US58056","ZCTA5 58056","-","-","**","**",
"8600000US58057","ZCTA5 58057","74844","null","52670","null",
"8600000US58058","ZCTA5 58058","61406","null","26164","null",
"8600000US58059","ZCTA5 58059","94722","null","11491","null",
"8600000US58060","ZCTA5 58060","67250","null","10358","null",
"8600000US58061","ZCTA5 58061","71719","null","14809","null",
"8600000US58062","ZCTA5 58062","61477","null","6477","null",
"8600000US58063","ZCTA5 58063","80347","null","24338","null",
"8600000US58064","ZCTA5 58064","77333","null","11107","null",
"8600000US58065","ZCTA5 58065","21406","null","376","null",
"8600000US58067","ZCTA5 58067","80625","null","20723","null",
"8600000US58068","ZCTA5 58068","70917","null","4250","null",
"8600000US58069","ZCTA5 58069","64250","null","54652","null",
"8600000US58071","ZCTA5 58071","74432","null","18286","null",
"8600000US58072","ZCTA5 58072","53364","null","7192","null",
"8600000US58075","ZCTA5 58075","50826","null","7118","null",
"8600000US58076","ZCTA5 58076","-","-","**","**",
"8600000US58077","ZCTA5 58077","82857","null","7053","null",
"8600000US58078","ZCTA5 58078","87944","null","4649","null",
"8600000US58079","ZCTA5 58079","109375","null","42747","null",
"8600000US58081","ZCTA5 58081","72813","null","15342","null",
"8600000US58102","ZCTA5 58102","50881","null","3173","null",
"8600000US58103","ZCTA5 58103","51326","null","2570","null",
"8600000US58104","ZCTA5 58104","78799","null","6390","null",
"8600000US58105","ZCTA5 58105","-","-","**","**",
"8600000US58201","ZCTA5 58201","55270","null","4820","null",
"8600000US58202","ZCTA5 58202","-","-","**","**",
"8600000US58203","ZCTA5 58203","42292","null","5649","null",
"8600000US58204","ZCTA5 58204","62258","null","5079","null",
"8600000US58205","ZCTA5 58205","-","-","**","**",
"8600000US58210","ZCTA5 58210","53571","null","10569","null",
"8600000US58212","ZCTA5 58212","43125","null","31654","null",
"8600000US58214","ZCTA5 58214","101250","null","64839","null",
"8600000US58216","ZCTA5 58216","-","-","**","**",
"8600000US58218","ZCTA5 58218","85833","null","23782","null",
"8600000US58219","ZCTA5 58219","-","-","**","**",
"8600000US58220","ZCTA5 58220","55719","null","7182","null",
"8600000US58222","ZCTA5 58222","43438","null","29482","null",
"8600000US58223","ZCTA5 58223","44318","null","32855","null",
"8600000US58224","ZCTA5 58224","130313","null","17335","null",
"8600000US58225","ZCTA5 58225","68229","null","11883","null",
"8600000US58227","ZCTA5 58227","90469","null","20487","null",
"8600000US58228","ZCTA5 58228","65417","null","17362","null",
"8600000US58229","ZCTA5 58229","35417","null","15979","null",
"8600000US58230","ZCTA5 58230","76705","null","12234","null",
"8600000US58231","ZCTA5 58231","61563","null","14992","null",
"8600000US58233","ZCTA5 58233","65000","null","25055","null",
"8600000US58235","ZCTA5 58235","57500","null","14718","null",
"8600000US58237","ZCTA5 58237","53859","null","5098","null",
"8600000US58238","ZCTA5 58238","78750","null","18249","null",
"8600000US58239","ZCTA5 58239","-","-","**","**",
"8600000US58240","ZCTA5 58240","60833","null","6314","null",
"8600000US58241","ZCTA5 58241","-","-","**","**",
"8600000US58243","ZCTA5 58243","52237","null","17155","null",
"8600000US58244","ZCTA5 58244","53125","null","31487","null",
"8600000US58249","ZCTA5 58249","54688","null","12041","null",
"8600000US58250","ZCTA5 58250","90109","null","29647","null",
"8600000US58251","ZCTA5 58251","70139","null","14536","null",
"8600000US58254","ZCTA5 58254","61818","null","14750","null",
"8600000US58256","ZCTA5 58256","85455","null","7115","null",
"8600000US58257","ZCTA5 58257","70917","null","9151","null",
"8600000US58258","ZCTA5 58258","32000","null","21380","null",
"8600000US58259","ZCTA5 58259","43971","null","26557","null",
"8600000US58260","ZCTA5 58260","45694","null","11156","null",
"8600000US58261","ZCTA5 58261","54925","null","9960","null",
"8600000US58262","ZCTA5 58262","-","-","**","**",
"8600000US58265","ZCTA5 58265","70417","null","7045","null",
"8600000US58266","ZCTA5 58266","98333","null","53089","null",
"8600000US58267","ZCTA5 58267","77159","null","19882","null",
"8600000US58269","ZCTA5 58269","91250","null","41828","null",
"8600000US58270","ZCTA5 58270","55256","null","4485","null",
"8600000US58271","ZCTA5 58271","61667","null","22227","null",
"8600000US58272","ZCTA5 58272","52857","null","14721","null",
"8600000US58273","ZCTA5 58273","53125","null","12742","null",
"8600000US58274","ZCTA5 58274","67500","null","15683","null",
"8600000US58275","ZCTA5 58275","76719","null","16114","null",
"8600000US58276","ZCTA5 58276","80000","null","13417","null",
"8600000US58277","ZCTA5 58277","71042","null","53475","null",
"8600000US58278","ZCTA5 58278","87159","null","25183","null",
"8600000US58281","ZCTA5 58281","102083","null","31980","null",
"8600000US58282","ZCTA5 58282","44688","null","16591","null",
"8600000US58301","ZCTA5 58301","51589","null","3311","null",
"8600000US58311","ZCTA5 58311","83750","null","79705","null",
"8600000US58316","ZCTA5 58316","42819","null","7626","null",
"8600000US58317","ZCTA5 58317","-","-","**","**",
"8600000US58318","ZCTA5 58318","62029","null","10239","null",
"8600000US58321","ZCTA5 58321","-","-","**","**",
"8600000US58323","ZCTA5 58323","106250","null","97290","null",
"8600000US58324","ZCTA5 58324","45568","null","10882","null",
"8600000US58325","ZCTA5 58325","59773","null","50094","null",
"8600000US58327","ZCTA5 58327","91406","null","19206","null",
"8600000US58329","ZCTA5 58329","36667","null","13154","null",
"8600000US58330","ZCTA5 58330","58456","null","2167","null",
"8600000US58331","ZCTA5 58331","52955","null","30455","null",
"8600000US58332","ZCTA5 58332","64250","null","22755","null",
"8600000US58335","ZCTA5 58335","28413","null","3917","null",
"8600000US58338","ZCTA5 58338","51964","null","46119","null",
"8600000US58339","ZCTA5 58339","29583","null","15979","null",
"8600000US58341","ZCTA5 58341","55082","null","13567","null",
"8600000US58343","ZCTA5 58343","-","-","**","**",
"8600000US58344","ZCTA5 58344","53320","null","4459","null",
"8600000US58345","ZCTA5 58345","53750","null","14217","null",
"8600000US58346","ZCTA5 58346","54167","null","7586","null",
"8600000US58348","ZCTA5 58348","52019","null","15360","null",
"8600000US58351","ZCTA5 58351","70714","null","11956","null",
"8600000US58352","ZCTA5 58352","48606","null","3650","null",
"8600000US58353","ZCTA5 58353","65417","null","57604","null",
"8600000US58355","ZCTA5 58355","66563","null","22267","null",
"8600000US58356","ZCTA5 58356","48281","null","10778","null",
"8600000US58357","ZCTA5 58357","61000","null","14705","null",
"8600000US58361","ZCTA5 58361","56875","null","33638","null",
"8600000US58362","ZCTA5 58362","-","-","**","**",
"8600000US58363","ZCTA5 58363","93947","null","23864","null",
"8600000US58365","ZCTA5 58365","52083","null","13873","null",
"8600000US58366","ZCTA5 58366","55278","null","18518","null",
"8600000US58367","ZCTA5 58367","55625","null","7582","null",
"8600000US58368","ZCTA5 58368","55256","null","10485","null",
"8600000US58369","ZCTA5 58369","69375","null","13034","null",
"8600000US58370","ZCTA5 58370","22143","null","13584","null",
"8600000US58372","ZCTA5 58372","61023","null","22058","null",
"8600000US58374","ZCTA5 58374","56875","null","6883","null",
"8600000US58377","ZCTA5 58377","59167","null","24876","null",
"8600000US58379","ZCTA5 58379","47292","null","16579","null",
"8600000US58380","ZCTA5 58380","56875","null","5109","null",
"8600000US58381","ZCTA5 58381","92917","null","47629","null",
"8600000US58382","ZCTA5 58382","71667","null","12732","null",
"8600000US58384","ZCTA5 58384","60972","null","16450","null",
"8600000US58385","ZCTA5 58385","77500","null","20383","null",
"8600000US58386","ZCTA5 58386","88125","null","35801","null",
"8600000US58401","ZCTA5 58401","52365","null","4708","null",
"8600000US58402","ZCTA5 58402","-","-","**","**",
"8600000US58405","ZCTA5 58405","-","-","**","**",
"8600000US58413","ZCTA5 58413","46786","null","10396","null",
"8600000US58415","ZCTA5 58415","80625","null","54196","null",
"8600000US58416","ZCTA5 58416","45000","null","21263","null",
"8600000US58418","ZCTA5 58418","52083","null","21597","null",
"8600000US58420","ZCTA5 58420","86458","null","18414","null",
"8600000US58421","ZCTA5 58421","61250","null","14800","null",
"8600000US58422","ZCTA5 58422","83750","null","15693","null",
"8600000US58423","ZCTA5 58423","39167","null","19039","null",
"8600000US58424","ZCTA5 58424","41538","null","28148","null",
"8600000US58425","ZCTA5 58425","60125","null","12143","null",
"8600000US58426","ZCTA5 58426","78750","null","41548","null",
"8600000US58428","ZCTA5 58428","64250","null","33036","null",
"8600000US58429","ZCTA5 58429","49583","null","32225","null",
"8600000US58430","ZCTA5 58430","67083","null","57817","null",
"8600000US58431","ZCTA5 58431","96250","null","26211","null",
"8600000US58433","ZCTA5 58433","48875","null","16840","null",
"8600000US58436","ZCTA5 58436","46464","null","3445","null",
"8600000US58438","ZCTA5 58438","63542","null","11661","null",
"8600000US58439","ZCTA5 58439","-","-","**","**",
"8600000US58440","ZCTA5 58440","40625","null","10719","null",
"8600000US58441","ZCTA5 58441","91250","null","27413","null",
"8600000US58442","ZCTA5 58442","50781","null","5692","null",
"8600000US58443","ZCTA5 58443","62500","null","31121","null",
"8600000US58444","ZCTA5 58444","50781","null","10324","null",
"8600000US58445","ZCTA5 58445","66667","null","17199","null",
"8600000US58448","ZCTA5 58448","53750","null","19840","null",
"8600000US58451","ZCTA5 58451","82917","null","34755","null",
"8600000US58452","ZCTA5 58452","-","-","**","**",
"8600000US58454","ZCTA5 58454","56389","null","7567","null",
"8600000US58455","ZCTA5 58455","59375","null","11570","null",
"8600000US58456","ZCTA5 58456","75938","null","16120","null",
"8600000US58458","ZCTA5 58458","68625","null","7821","null",
"8600000US58460","ZCTA5 58460","75250","null","40314","null",
"8600000US58461","ZCTA5 58461","64000","null","23302","null",
"8600000US58463","ZCTA5 58463","48333","null","16587","null",
"8600000US58464","ZCTA5 58464","55313","null","42511","null",
"8600000US58466","ZCTA5 58466","63157","null","10586","null",
"8600000US58467","ZCTA5 58467","63750","null","3717","null",
"8600000US58472","ZCTA5 58472","80250","null","29407","null",
"8600000US58474","ZCTA5 58474","75042","null","7435","null",
"8600000US58475","ZCTA5 58475","54063","null","27355","null",
"8600000US58476","ZCTA5 58476","-","-","**","**",
"8600000US58477","ZCTA5 58477","61154","null","9467","null",
"8600000US58478","ZCTA5 58478","37083","null","15651","null",
"8600000US58479","ZCTA5 58479","106750","null","33260","null",
"8600000US58480","ZCTA5 58480","87250","null","9414","null",
"8600000US58481","ZCTA5 58481","89750","null","51838","null",
"8600000US58482","ZCTA5 58482","50357","null","11344","null",
"8600000US58483","ZCTA5 58483","42250","null","22336","null",
"8600000US58484","ZCTA5 58484","68750","null","30085","null",
"8600000US58486","ZCTA5 58486","72500","null","72205","null",
"8600000US58487","ZCTA5 58487","41944","null","8405","null",
"8600000US58488","ZCTA5 58488","-","-","**","**",
"8600000US58490","ZCTA5 58490","75313","null","35006","null",
"8600000US58492","ZCTA5 58492","58409","null","9525","null",
"8600000US58494","ZCTA5 58494","70313","null","27166","null",
"8600000US58495","ZCTA5 58495","53864","null","4166","null",
"8600000US58496","ZCTA5 58496","41250","null","34886","null",
"8600000US58497","ZCTA5 58497","-","-","**","**",
"8600000US58501","ZCTA5 58501","60176","null","3235","null",
"8600000US58503","ZCTA5 58503","88292","null","5185","null",
"8600000US58504","ZCTA5 58504","70117","null","5043","null",
"8600000US58505","ZCTA5 58505","-","-","**","**",
"8600000US58520","ZCTA5 58520","79531","null","31676","null",
"8600000US58521","ZCTA5 58521","97813","null","36639","null",
"8600000US58523","ZCTA5 58523","81886","null","14568","null",
"8600000US58524","ZCTA5 58524","54375","null","19794","null",
"8600000US58528","ZCTA5 58528","30000","null","11042","null",
"8600000US58529","ZCTA5 58529","50625","null","12432","null",
"8600000US58530","ZCTA5 58530","60938","null","20464","null",
"8600000US58531","ZCTA5 58531","68750","null","22022","null",
"8600000US58532","ZCTA5 58532","36688","null","19880","null",
"8600000US58533","ZCTA5 58533","54250","null","14032","null",
"8600000US58535","ZCTA5 58535","57500","null","12611","null",
"8600000US58538","ZCTA5 58538","39113","null","10494","null",
"8600000US58540","ZCTA5 58540","59583","null","8969","null",
"8600000US58541","ZCTA5 58541","79583","null","48013","null",
"8600000US58542","ZCTA5 58542","38500","null","21518","null",
"8600000US58544","ZCTA5 58544","49625","null","8394","null",
"8600000US58545","ZCTA5 58545","88934","null","10479","null",
"8600000US58549","ZCTA5 58549","44583","null","41452","null",
"8600000US58552","ZCTA5 58552","49250","null","12494","null",
"8600000US58554","ZCTA5 58554","75893","null","7115","null",
"8600000US58558","ZCTA5 58558","87246","null","10821","null",
"8600000US58559","ZCTA5 58559","98250","null","44032","null",
"8600000US58560","ZCTA5 58560","109167","null","103851","null",
"8600000US58561","ZCTA5 58561","60574","null","8435","null",
"8600000US58562","ZCTA5 58562","56932","null","12428","null",
"8600000US58563","ZCTA5 58563","63704","null","9212","null",
"8600000US58564","ZCTA5 58564","41250","null","22445","null",
"8600000US58565","ZCTA5 58565","66932","null","22133","null",
"8600000US58566","ZCTA5 58566","73000","null","16765","null",
"8600000US58568","ZCTA5 58568","55357","null","28952","null",
"8600000US58569","ZCTA5 58569","-","-","**","**",
"8600000US58570","ZCTA5 58570","63542","null","10615","null",
"8600000US58571","ZCTA5 58571","51333","null","9712","null",
"8600000US58572","ZCTA5 58572","-","-","**","**",
"8600000US58573","ZCTA5 58573","55625","null","9987","null",
"8600000US58575","ZCTA5 58575","55917","null","11393","null",
"8600000US58576","ZCTA5 58576","75300","null","7886","null",
"8600000US58577","ZCTA5 58577","76599","null","8430","null",
"8600000US58579","ZCTA5 58579","78879","null","3975","null",
"8600000US58580","ZCTA5 58580","118750","null","65043","null",
"8600000US58581","ZCTA5 58581","80673","null","22525","null",
"8600000US58601","ZCTA5 58601","68788","null","3357","null",
"8600000US58620","ZCTA5 58620","47500","null","15825","null",
"8600000US58621","ZCTA5 58621","72539","null","13608","null",
"8600000US58622","ZCTA5 58622","71233","null","1572","null",
"8600000US58623","ZCTA5 58623","67958","null","7448","null",
"8600000US58625","ZCTA5 58625","109063","null","46224","null",
"8600000US58626","ZCTA5 58626","83816","null","10642","null",
"8600000US58627","ZCTA5 58627","70000","null","26653","null",
"8600000US58630","ZCTA5 58630","58750","null","24735","null",
"8600000US58631","ZCTA5 58631","45238","null","15117","null",
"8600000US58632","ZCTA5 58632","48750","null","22653","null",
"8600000US58634","ZCTA5 58634","145234","null","121903","null",
"8600000US58636","ZCTA5 58636","62083","null","14403","null",
"8600000US58638","ZCTA5 58638","49659","null","10606","null",
"8600000US58639","ZCTA5 58639","50372","null","6934","null",
"8600000US58640","ZCTA5 58640","84215","null","33069","null",
"8600000US58641","ZCTA5 58641","58125","null","53832","null",
"8600000US58642","ZCTA5 58642","75500","null","24697","null",
"8600000US58643","ZCTA5 58643","61250","null","28820","null",
"8600000US58645","ZCTA5 58645","57083","null","15794","null",
"8600000US58646","ZCTA5 58646","51964","null","10329","null",
"8600000US58647","ZCTA5 58647","60887","null","2517","null",
"8600000US58649","ZCTA5 58649","49412","null","9299","null",
"8600000US58650","ZCTA5 58650","57647","null","21458","null",
"8600000US58651","ZCTA5 58651","90938","null","7330","null",
"8600000US58652","ZCTA5 58652","69625","null","17489","null",
"8600000US58653","ZCTA5 58653","81154","null","15154","null",
"8600000US58654","ZCTA5 58654","100250","null","17009","null",
"8600000US58655","ZCTA5 58655","111250","null","33217","null",
"8600000US58656","ZCTA5 58656","90972","null","17533","null",
"8600000US58701","ZCTA5 58701","65664","null","2985","null",
"8600000US58702","ZCTA5 58702","-","-","**","**",
"8600000US58703","ZCTA5 58703","69758","null","3099","null",
"8600000US58704","ZCTA5 58704","63839","null","10759","null",
"8600000US58705","ZCTA5 58705","-","-","**","**",
"8600000US58707","ZCTA5 58707","-","-","**","**",
"8600000US58710","ZCTA5 58710","61406","null","18085","null",
"8600000US58711","ZCTA5 58711","77750","null","31961","null",
"8600000US58712","ZCTA5 58712","45000","null","21616","null",
"8600000US58713","ZCTA5 58713","71397","null","320","null",
"8600000US58716","ZCTA5 58716","47813","null","41618","null",
"8600000US58718","ZCTA5 58718","87321","null","20955","null",
"8600000US58721","ZCTA5 58721","75313","null","9925","null",
"8600000US58722","ZCTA5 58722","76029","null","11402","null",
"8600000US58723","ZCTA5 58723","53393","null","21415","null",
"8600000US58725","ZCTA5 58725","85417","null","15238","null",
"8600000US58727","ZCTA5 58727","78125","null","25428","null",
"8600000US58730","ZCTA5 58730","64125","null","7900","null",
"8600000US58731","ZCTA5 58731","73571","null","17468","null",
"8600000US58733","ZCTA5 58733","81346","null","48492","null",
"8600000US58734","ZCTA5 58734","76500","null","17645","null",
"8600000US58735","ZCTA5 58735","95980","null","7425","null",
"8600000US58736","ZCTA5 58736","56500","null","10728","null",
"8600000US58737","ZCTA5 58737","96250","null","39279","null",
"8600000US58740","ZCTA5 58740","80972","null","9835","null",
"8600000US58741","ZCTA5 58741","101250","null","26766","null",
"8600000US58744","ZCTA5 58744","68750","null","23834","null",
"8600000US58746","ZCTA5 58746","60530","null","12600","null",
"8600000US58748","ZCTA5 58748","30625","null","15536","null",
"8600000US58750","ZCTA5 58750","92500","null","36519","null",
"8600000US58752","ZCTA5 58752","68750","null","18015","null",
"8600000US58755","ZCTA5 58755","-","-","**","**",
"8600000US58756","ZCTA5 58756","77000","null","19623","null",
"8600000US58757","ZCTA5 58757","67656","null","14849","null",
"8600000US58758","ZCTA5 58758","64063","null","18949","null",
"8600000US58759","ZCTA5 58759","87708","null","28220","null",
"8600000US58760","ZCTA5 58760","78750","null","19665","null",
"8600000US58761","ZCTA5 58761","68409","null","17390","null",
"8600000US58762","ZCTA5 58762","93500","null","36182","null",
"8600000US58763","ZCTA5 58763","67361","null","14694","null",
"8600000US58765","ZCTA5 58765","54464","null","21287","null",
"8600000US58768","ZCTA5 58768","65417","null","49666","null",
"8600000US58769","ZCTA5 58769","63542","null","47111","null",
"8600000US58770","ZCTA5 58770","58462","null","19819","null",
"8600000US58771","ZCTA5 58771","72670","null","20348","null",
"8600000US58772","ZCTA5 58772","96591","null","8684","null",
"8600000US58773","ZCTA5 58773","91250","null","35182","null",
"8600000US58775","ZCTA5 58775","47375","null","16022","null",
"8600000US58776","ZCTA5 58776","68830","null","19488","null",
"8600000US58778","ZCTA5 58778","123171","null","59084","null",
"8600000US58779","ZCTA5 58779","61250","null","10228","null",
"8600000US58781","ZCTA5 58781","89688","null","13556","null",
"8600000US58782","ZCTA5 58782","69659","null","3549","null",
"8600000US58783","ZCTA5 58783","73214","null","22464","null",
"8600000US58784","ZCTA5 58784","92159","null","18690","null",
"8600000US58785","ZCTA5 58785","65156","null","23116","null",
"8600000US58787","ZCTA5 58787","76250","null","56265","null",
"8600000US58788","ZCTA5 58788","63750","null","45762","null",
"8600000US58789","ZCTA5 58789","59063","null","9899","null",
"8600000US58790","ZCTA5 58790","61786","null","9191","null",
"8600000US58792","ZCTA5 58792","90583","null","89268","null",
"8600000US58793","ZCTA5 58793","61875","null","21299","null",
"8600000US58794","ZCTA5 58794","60955","null","4302","null",
"8600000US58795","ZCTA5 58795","62813","null","28500","null",
"8600000US58801","ZCTA5 58801","78885","null","8054","null",
"8600000US58830","ZCTA5 58830","-","-","**","**",
"8600000US58831","ZCTA5 58831","92917","null","31966","null",
"8600000US58833","ZCTA5 58833","-","-","**","**",
"8600000US58835","ZCTA5 58835","98500","null","35598","null",
"8600000US58838","ZCTA5 58838","81875","null","9485","null",
"8600000US58843","ZCTA5 58843","119400","null","49408","null",
"8600000US58844","ZCTA5 58844","-","-","**","**",
"8600000US58845","ZCTA5 58845","82917","null","16479","null",
"8600000US58847","ZCTA5 58847","81618","null","34724","null",
"8600000US58849","ZCTA5 58849","78864","null","33629","null",
"8600000US58852","ZCTA5 58852","81167","null","29885","null",
"8600000US58853","ZCTA5 58853","58571","null","31541","null",
"8600000US58854","ZCTA5 58854","76138","null","12017","null",
"8600000US58856","ZCTA5 58856","56250","null","29094","null",
"8600000US59001","ZCTA5 59001","66099","null","8539","null",
"8600000US59002","ZCTA5 59002","31538","null","29779","null",
"8600000US59003","ZCTA5 59003","42946","null","10226","null",
"8600000US59006","ZCTA5 59006","23750","null","21709","null",
"8600000US59007","ZCTA5 59007","100938","null","42865","null",
"8600000US59008","ZCTA5 59008","60859","null","21359","null",
"8600000US59010","ZCTA5 59010","87794","null","49326","null",
"8600000US59011","ZCTA5 59011","52721","null","3478","null",
"8600000US59012","ZCTA5 59012","51875","null","11677","null",
"8600000US59013","ZCTA5 59013","69750","null","52581","null",
"8600000US59014","ZCTA5 59014","47917","null","10928","null",
"8600000US59015","ZCTA5 59015","67813","null","22404","null",
"8600000US59016","ZCTA5 59016","43906","null","9095","null",
"8600000US59018","ZCTA5 59018","48375","null","9075","null",
"8600000US59019","ZCTA5 59019","69805","null","13588","null",
"8600000US59020","ZCTA5 59020","53281","null","12850","null",
"8600000US59022","ZCTA5 59022","33382","null","10457","null",
"8600000US59024","ZCTA5 59024","65000","null","18097","null",
"8600000US59025","ZCTA5 59025","71094","null","10914","null",
"8600000US59026","ZCTA5 59026","-","-","**","**",
"8600000US59027","ZCTA5 59027","48667","null","12468","null",
"8600000US59028","ZCTA5 59028","64844","null","27304","null",
"8600000US59029","ZCTA5 59029","60536","null","8405","null",
"8600000US59030","ZCTA5 59030","51136","null","8717","null",
"8600000US59031","ZCTA5 59031","56346","null","21417","null",
"8600000US59032","ZCTA5 59032","50417","null","24725","null",
"8600000US59033","ZCTA5 59033","77765","null","17299","null",
"8600000US59034","ZCTA5 59034","49937","null","14939","null",
"8600000US59035","ZCTA5 59035","46094","null","22808","null",
"8600000US59036","ZCTA5 59036","37411","null","9191","null",
"8600000US59037","ZCTA5 59037","79289","null","27838","null",
"8600000US59038","ZCTA5 59038","40000","null","9774","null",
"8600000US59039","ZCTA5 59039","-","-","**","**",
"8600000US59041","ZCTA5 59041","81205","null","6899","null",
"8600000US59043","ZCTA5 59043","49276","null","7479","null",
"8600000US59044","ZCTA5 59044","72080","null","7596","null",
"8600000US59046","ZCTA5 59046","53750","null","10740","null",
"8600000US59047","ZCTA5 59047","52699","null","4975","null",
"8600000US59050","ZCTA5 59050","56806","null","21423","null",
"8600000US59052","ZCTA5 59052","-","-","**","**",
"8600000US59053","ZCTA5 59053","50938","null","34691","null",
"8600000US59054","ZCTA5 59054","32188","null","7413","null",
"8600000US59055","ZCTA5 59055","43500","null","7987","null",
"8600000US59057","ZCTA5 59057","69542","null","39237","null",
"8600000US59058","ZCTA5 59058","-","-","**","**",
"8600000US59059","ZCTA5 59059","50804","null","10415","null",
"8600000US59061","ZCTA5 59061","71875","null","23662","null",
"8600000US59062","ZCTA5 59062","34500","null","9408","null",
"8600000US59063","ZCTA5 59063","75109","null","13725","null",
"8600000US59064","ZCTA5 59064","49293","null","33048","null",
"8600000US59065","ZCTA5 59065","103438","null","60402","null",
"8600000US59066","ZCTA5 59066","43750","null","14905","null",
"8600000US59067","ZCTA5 59067","58977","null","14753","null",
"8600000US59068","ZCTA5 59068","50636","null","4153","null",
"8600000US59069","ZCTA5 59069","51500","null","21963","null",
"8600000US59070","ZCTA5 59070","72837","null","10803","null",
"8600000US59071","ZCTA5 59071","83929","null","1576","null",
"8600000US59072","ZCTA5 59072","46806","null","7843","null",
"8600000US59074","ZCTA5 59074","44167","null","8633","null",
"8600000US59075","ZCTA5 59075","41607","null","36089","null",
"8600000US59076","ZCTA5 59076","-","-","**","**",
"8600000US59077","ZCTA5 59077","-","-","**","**",
"8600000US59078","ZCTA5 59078","38636","null","3522","null",
"8600000US59079","ZCTA5 59079","61750","null","24374","null",
"8600000US59081","ZCTA5 59081","223152","null","35267","null",
"8600000US59082","ZCTA5 59082","43333","null","17973","null",
"8600000US59085","ZCTA5 59085","22708","null","5176","null",
"8600000US59086","ZCTA5 59086","64861","null","15043","null",
"8600000US59087","ZCTA5 59087","37500","null","15032","null",
"8600000US59088","ZCTA5 59088","54955","null","12303","null",
"8600000US59089","ZCTA5 59089","42266","null","8458","null",
"8600000US59101","ZCTA5 59101","50010","null","3722","null",
"8600000US59102","ZCTA5 59102","60569","null","3153","null",
"8600000US59105","ZCTA5 59105","65902","null","4332","null",
"8600000US59106","ZCTA5 59106","106896","null","12954","null",
"8600000US59201","ZCTA5 59201","44507","null","3528","null",
"8600000US59211","ZCTA5 59211","107083","null","76233","null",
"8600000US59212","ZCTA5 59212","60278","null","28480","null",
"8600000US59213","ZCTA5 59213","36458","null","14457","null",
"8600000US59214","ZCTA5 59214","-","-","**","**",
"8600000US59215","ZCTA5 59215","61691","null","11038","null",
"8600000US59217","ZCTA5 59217","64957","null","41251","null",
"8600000US59218","ZCTA5 59218","67432","null","7375","null",
"8600000US59219","ZCTA5 59219","-","-","**","**",
"8600000US59221","ZCTA5 59221","68242","null","11882","null",
"8600000US59222","ZCTA5 59222","90000","null","61848","null",
"8600000US59223","ZCTA5 59223","75568","null","4167","null",
"8600000US59225","ZCTA5 59225","36875","null","11475","null",
"8600000US59226","ZCTA5 59226","50179","null","19605","null",
"8600000US59230","ZCTA5 59230","52686","null","5142","null",
"8600000US59231","ZCTA5 59231","37386","null","36103","null",
"8600000US59240","ZCTA5 59240","31250","null","30776","null",
"8600000US59241","ZCTA5 59241","32917","null","14236","null",
"8600000US59242","ZCTA5 59242","-","-","**","**",
"8600000US59243","ZCTA5 59243","55417","null","9681","null",
"8600000US59244","ZCTA5 59244","-","-","**","**",
"8600000US59247","ZCTA5 59247","38438","null","17465","null",
"8600000US59248","ZCTA5 59248","51793","null","12002","null",
"8600000US59250","ZCTA5 59250","46667","null","12068","null",
"8600000US59252","ZCTA5 59252","68500","null","43311","null",
"8600000US59253","ZCTA5 59253","56797","null","41768","null",
"8600000US59254","ZCTA5 59254","51273","null","3245","null",
"8600000US59255","ZCTA5 59255","34583","null","7855","null",
