"GEO_ID","NAME","B19013_001E","B19013_001EA","B19013_001M","B19013_001MA",
"8600000US04412","ZCTA5 04412","48450","null","12605","null",
"8600000US04413","ZCTA5 04413","51563","null","21944","null",
"8600000US04414","ZCTA5 04414","42303","null","10277","null",
"8600000US04415","ZCTA5 04415","37422","null","26392","null",
"8600000US04416","ZCTA5 04416","49011","null","7671","null",
"8600000US04417","ZCTA5 04417","31724","null","4696","null",
"8600000US04418","ZCTA5 04418","40938","null","6986","null",
"8600000US04419","ZCTA5 04419","81496","null","7136","null",
"8600000US04421","ZCTA5 04421","65147","null","24828","null",
"8600000US04422","ZCTA5 04422","56667","null","20613","null",
"8600000US04424","ZCTA5 04424","40137","null","5126","null",
"8600000US04426","ZCTA5 04426","37172","null","3981","null",
"8600000US04427","ZCTA5 04427","47171","null","13703","null",
"8600000US04428","ZCTA5 04428","57941","null","4109","null",
"8600000US04429","ZCTA5 04429","68491","null","13281","null",
"8600000US04430","ZCTA5 04430","44167","null","6516","null",
"8600000US04431","ZCTA5 04431","-","-","**","**",
"8600000US04434","ZCTA5 04434","59458","null","11409","null",
"8600000US04435","ZCTA5 04435","54038","null","11945","null",
"8600000US04438","ZCTA5 04438","62647","null","11602","null",
"8600000US04441","ZCTA5 04441","50329","null","14740","null",
"8600000US04442","ZCTA5 04442","43500","null","13222","null",
"8600000US04443","ZCTA5 04443","38241","null","8000","null",
"8600000US04444","ZCTA5 04444","85823","null","14859","null",
"8600000US04448","ZCTA5 04448","47933","null","13636","null",
"8600000US04449","ZCTA5 04449","45833","null","12021","null",
"8600000US04450","ZCTA5 04450","57083","null","11905","null",
"8600000US04451","ZCTA5 04451","29464","null","17292","null",
"8600000US04453","ZCTA5 04453","33482","null","5261","null",
"8600000US04454","ZCTA5 04454","18750","null","8294","null",
"8600000US04455","ZCTA5 04455","40000","null","10713","null",
"8600000US04456","ZCTA5 04456","66597","null","15418","null",
"8600000US04457","ZCTA5 04457","40667","null","9310","null",
"8600000US04459","ZCTA5 04459","43438","null","14884","null",
"8600000US04460","ZCTA5 04460","33558","null","8153","null",
"8600000US04461","ZCTA5 04461","53428","null","10011","null",
"8600000US04462","ZCTA5 04462","42883","null","6330","null",
"8600000US04463","ZCTA5 04463","44922","null","4460","null",
"8600000US04464","ZCTA5 04464","45000","null","8649","null",
"8600000US04468","ZCTA5 04468","42112","null","5807","null",
"8600000US04469","ZCTA5 04469","-","-","**","**",
"8600000US04471","ZCTA5 04471","25521","null","9162","null",
"8600000US04472","ZCTA5 04472","65288","null","14086","null",
"8600000US04473","ZCTA5 04473","46563","null","6816","null",
"8600000US04474","ZCTA5 04474","73401","null","6810","null",
"8600000US04475","ZCTA5 04475","47639","null","10929","null",
"8600000US04476","ZCTA5 04476","46944","null","8015","null",
"8600000US04478","ZCTA5 04478","32813","null","13502","null",
"8600000US04479","ZCTA5 04479","43816","null","7163","null",
"8600000US04481","ZCTA5 04481","58047","null","3872","null",
"8600000US04485","ZCTA5 04485","51250","null","15741","null",
"8600000US04487","ZCTA5 04487","37989","null","9474","null",
"8600000US04488","ZCTA5 04488","53250","null","15483","null",
"8600000US04489","ZCTA5 04489","-","-","**","**",
"8600000US04490","ZCTA5 04490","66875","null","8023","null",
"8600000US04491","ZCTA5 04491","52857","null","24248","null",
"8600000US04492","ZCTA5 04492","56250","null","27211","null",
"8600000US04493","ZCTA5 04493","53083","null","5299","null",
"8600000US04495","ZCTA5 04495","37625","null","6994","null",
"8600000US04496","ZCTA5 04496","75000","null","19756","null",
"8600000US04497","ZCTA5 04497","23500","null","22763","null",
"8600000US04530","ZCTA5 04530","59079","null","7463","null",
"8600000US04535","ZCTA5 04535","71979","null","17653","null",
"8600000US04537","ZCTA5 04537","68938","null","11248","null",
"8600000US04538","ZCTA5 04538","53836","null","5701","null",
"8600000US04539","ZCTA5 04539","68667","null","16384","null",
"8600000US04541","ZCTA5 04541","55625","null","30626","null",
"8600000US04543","ZCTA5 04543","48241","null","7619","null",
"8600000US04544","ZCTA5 04544","-","-","**","**",
"8600000US04547","ZCTA5 04547","72083","null","20153","null",
"8600000US04548","ZCTA5 04548","69412","null","7883","null",
"8600000US04551","ZCTA5 04551","57159","null","16247","null",
"8600000US04553","ZCTA5 04553","82667","null","15962","null",
"8600000US04554","ZCTA5 04554","71369","null","13634","null",
"8600000US04555","ZCTA5 04555","73849","null","6073","null",
"8600000US04556","ZCTA5 04556","69063","null","3746","null",
"8600000US04558","ZCTA5 04558","64306","null","25187","null",
"8600000US04562","ZCTA5 04562","81885","null","7198","null",
"8600000US04563","ZCTA5 04563","57784","null","12315","null",
"8600000US04564","ZCTA5 04564","60313","null","12875","null",
"8600000US04568","ZCTA5 04568","47348","null","21184","null",
"8600000US04570","ZCTA5 04570","-","-","**","**",
"8600000US04571","ZCTA5 04571","46468","null","3355","null",
"8600000US04572","ZCTA5 04572","42644","null","9626","null",
"8600000US04573","ZCTA5 04573","77583","null","3361","null",
"8600000US04574","ZCTA5 04574","49889","null","6846","null",
"8600000US04575","ZCTA5 04575","145833","null","77343","null",
"8600000US04576","ZCTA5 04576","53906","null","12448","null",
"8600000US04578","ZCTA5 04578","61406","null","13678","null",
"8600000US04579","ZCTA5 04579","63597","null","13725","null",
"8600000US04605","ZCTA5 04605","61797","null","2709","null",
"8600000US04606","ZCTA5 04606","37250","null","9926","null",
"8600000US04607","ZCTA5 04607","62014","null","22725","null",
"8600000US04609","ZCTA5 04609","68274","null","20822","null",
"8600000US04611","ZCTA5 04611","50804","null","8681","null",
"8600000US04612","ZCTA5 04612","77639","null","16514","null",
"8600000US04613","ZCTA5 04613","82292","null","56693","null",
"8600000US04614","ZCTA5 04614","43768","null","15649","null",
"8600000US04616","ZCTA5 04616","50625","null","16150","null",
"8600000US04617","ZCTA5 04617","60000","null","12730","null",
"8600000US04619","ZCTA5 04619","34844","null","7777","null",
"8600000US04622","ZCTA5 04622","39375","null","12354","null",
"8600000US04623","ZCTA5 04623","49485","null","15807","null",
"8600000US04624","ZCTA5 04624","49833","null","40655","null",
"8600000US04625","ZCTA5 04625","52500","null","27814","null",
"8600000US04626","ZCTA5 04626","51250","null","17243","null",
"8600000US04627","ZCTA5 04627","47197","null","15289","null",
"8600000US04628","ZCTA5 04628","48125","null","11857","null",
"8600000US04629","ZCTA5 04629","-","-","**","**",
"8600000US04630","ZCTA5 04630","45278","null","7480","null",
"8600000US04631","ZCTA5 04631","40179","null","11918","null",
"8600000US04634","ZCTA5 04634","54076","null","6869","null",
"8600000US04635","ZCTA5 04635","-","-","**","**",
"8600000US04637","ZCTA5 04637","49583","null","22631","null",
"8600000US04640","ZCTA5 04640","60788","null","4934","null",
"8600000US04642","ZCTA5 04642","88750","null","59970","null",
"8600000US04643","ZCTA5 04643","58984","null","9298","null",
"8600000US04644","ZCTA5 04644","-","-","**","**",
"8600000US04645","ZCTA5 04645","-","-","**","**",
"8600000US04646","ZCTA5 04646","61184","null","4623","null",
"8600000US04648","ZCTA5 04648","42604","null","7474","null",
"8600000US04649","ZCTA5 04649","51471","null","13143","null",
"8600000US04650","ZCTA5 04650","118583","null","66683","null",
"8600000US04652","ZCTA5 04652","40977","null","6975","null",
"8600000US04653","ZCTA5 04653","48403","null","11607","null",
"8600000US04654","ZCTA5 04654","42019","null","9464","null",
"8600000US04655","ZCTA5 04655","49130","null","12154","null",
"8600000US04657","ZCTA5 04657","50750","null","16978","null",
"8600000US04658","ZCTA5 04658","52143","null","7579","null",
"8600000US04660","ZCTA5 04660","80000","null","29893","null",
"8600000US04662","ZCTA5 04662","-","-","**","**",
"8600000US04664","ZCTA5 04664","52045","null","15306","null",
"8600000US04666","ZCTA5 04666","49808","null","7940","null",
"8600000US04667","ZCTA5 04667","46875","null","12451","null",
"8600000US04668","ZCTA5 04668","33571","null","12532","null",
"8600000US04669","ZCTA5 04669","51094","null","27630","null",
"8600000US04671","ZCTA5 04671","59583","null","3936","null",
"8600000US04673","ZCTA5 04673","20333","null","3797","null",
"8600000US04674","ZCTA5 04674","56058","null","19559","null",
"8600000US04675","ZCTA5 04675","-","-","**","**",
"8600000US04676","ZCTA5 04676","65160","null","4885","null",
"8600000US04677","ZCTA5 04677","68625","null","3511","null",
"8600000US04679","ZCTA5 04679","51971","null","10350","null",
"8600000US04680","ZCTA5 04680","51667","null","14268","null",
"8600000US04681","ZCTA5 04681","54800","null","10976","null",
"8600000US04683","ZCTA5 04683","128942","null","23325","null",
"8600000US04684","ZCTA5 04684","68929","null","14274","null",
"8600000US04685","ZCTA5 04685","52005","null","659","null",
"8600000US04686","ZCTA5 04686","50625","null","5243","null",
"8600000US04691","ZCTA5 04691","46157","null","3817","null",
"8600000US04693","ZCTA5 04693","46750","null","15955","null",
"8600000US04694","ZCTA5 04694","50489","null","8506","null",
"8600000US04730","ZCTA5 04730","47063","null","7396","null",
"8600000US04732","ZCTA5 04732","38317","null","5835","null",
"8600000US04733","ZCTA5 04733","47936","null","21816","null",
"8600000US04734","ZCTA5 04734","65057","null","26831","null",
"8600000US04735","ZCTA5 04735","44167","null","8395","null",
"8600000US04736","ZCTA5 04736","45331","null","8104","null",
"8600000US04739","ZCTA5 04739","37969","null","11129","null",
"8600000US04740","ZCTA5 04740","41506","null","7433","null",
"8600000US04741","ZCTA5 04741","-","-","**","**",
"8600000US04742","ZCTA5 04742","40730","null","11194","null",
"8600000US04743","ZCTA5 04743","49764","null","6260","null",
"8600000US04745","ZCTA5 04745","42708","null","16854","null",
"8600000US04746","ZCTA5 04746","29750","null","7134","null",
"8600000US04747","ZCTA5 04747","43125","null","6959","null",
"8600000US04750","ZCTA5 04750","37109","null","8850","null",
"8600000US04756","ZCTA5 04756","35558","null","12075","null",
"8600000US04757","ZCTA5 04757","60625","null","9037","null",
"8600000US04758","ZCTA5 04758","51302","null","6138","null",
"8600000US04760","ZCTA5 04760","43750","null","10995","null",
"8600000US04761","ZCTA5 04761","45536","null","13159","null",
"8600000US04762","ZCTA5 04762","39800","null","9270","null",
"8600000US04763","ZCTA5 04763","39267","null","2952","null",
"8600000US04764","ZCTA5 04764","36250","null","28374","null",
"8600000US04765","ZCTA5 04765","35625","null","8453","null",
"8600000US04766","ZCTA5 04766","43929","null","6680","null",
"8600000US04768","ZCTA5 04768","41875","null","9710","null",
"8600000US04769","ZCTA5 04769","43410","null","5950","null",
"8600000US04772","ZCTA5 04772","52321","null","14327","null",
"8600000US04773","ZCTA5 04773","53229","null","14913","null",
"8600000US04774","ZCTA5 04774","21538","null","11338","null",
"8600000US04776","ZCTA5 04776","39688","null","11828","null",
"8600000US04777","ZCTA5 04777","35714","null","10301","null",
"8600000US04779","ZCTA5 04779","49583","null","19377","null",
"8600000US04780","ZCTA5 04780","42083","null","20014","null",
"8600000US04781","ZCTA5 04781","43438","null","12475","null",
"8600000US04783","ZCTA5 04783","37750","null","10784","null",
"8600000US04785","ZCTA5 04785","29926","null","6509","null",
"8600000US04786","ZCTA5 04786","40365","null","7067","null",
"8600000US04787","ZCTA5 04787","35000","null","15314","null",
"8600000US04841","ZCTA5 04841","46895","null","5667","null",
"8600000US04843","ZCTA5 04843","72055","null","17984","null",
"8600000US04847","ZCTA5 04847","72013","null","2500","null",
"8600000US04848","ZCTA5 04848","61875","null","23346","null",
"8600000US04849","ZCTA5 04849","65828","null","5575","null",
"8600000US04851","ZCTA5 04851","44375","null","37956","null",
"8600000US04852","ZCTA5 04852","118750","null","83305","null",
"8600000US04853","ZCTA5 04853","74375","null","12255","null",
"8600000US04854","ZCTA5 04854","70075","null","15855","null",
"8600000US04855","ZCTA5 04855","138924","null","138669","null",
"8600000US04856","ZCTA5 04856","80192","null","22582","null",
"8600000US04858","ZCTA5 04858","70938","null","5521","null",
"8600000US04859","ZCTA5 04859","52554","null","8438","null",
"8600000US04860","ZCTA5 04860","41597","null","23899","null",
"8600000US04861","ZCTA5 04861","53020","null","12823","null",
"8600000US04862","ZCTA5 04862","54280","null","7740","null",
"8600000US04863","ZCTA5 04863","100078","null","41187","null",
"8600000US04864","ZCTA5 04864","63781","null","14647","null",
"8600000US04901","ZCTA5 04901","44095","null","2353","null",
"8600000US04910","ZCTA5 04910","51848","null","10707","null",
"8600000US04911","ZCTA5 04911","37059","null","9486","null",
"8600000US04912","ZCTA5 04912","33281","null","7286","null",
"8600000US04915","ZCTA5 04915","59178","null","10133","null",
"8600000US04917","ZCTA5 04917","76899","null","13061","null",
"8600000US04918","ZCTA5 04918","96615","null","82380","null",
"8600000US04920","ZCTA5 04920","31719","null","1516","null",
"8600000US04921","ZCTA5 04921","42563","null","8137","null",
"8600000US04922","ZCTA5 04922","43750","null","10646","null",
"8600000US04923","ZCTA5 04923","44688","null","24296","null",
"8600000US04924","ZCTA5 04924","51786","null","9529","null",
"8600000US04925","ZCTA5 04925","85625","null","14909","null",
"8600000US04926","ZCTA5 04926","-","-","**","**",
"8600000US04927","ZCTA5 04927","61224","null","13238","null",
"8600000US04928","ZCTA5 04928","46348","null","6808","null",
"8600000US04929","ZCTA5 04929","39750","null","12873","null",
"8600000US04930","ZCTA5 04930","45429","null","8786","null",
"8600000US04932","ZCTA5 04932","54583","null","20742","null",
"8600000US04933","ZCTA5 04933","-","-","**","**",
"8600000US04936","ZCTA5 04936","60938","null","58763","null",
"8600000US04937","ZCTA5 04937","48180","null","10678","null",
"8600000US04938","ZCTA5 04938","47530","null","6098","null",
"8600000US04939","ZCTA5 04939","39844","null","20652","null",
"8600000US04940","ZCTA5 04940","-","-","**","**",
"8600000US04941","ZCTA5 04941","55901","null","6120","null",
"8600000US04942","ZCTA5 04942","33900","null","7170","null",
"8600000US04943","ZCTA5 04943","26944","null","13202","null",
"8600000US04944","ZCTA5 04944","-","-","**","**",
"8600000US04945","ZCTA5 04945","49063","null","4992","null",
"8600000US04947","ZCTA5 04947","66838","null","15394","null",
"8600000US04949","ZCTA5 04949","58846","null","14504","null",
"8600000US04950","ZCTA5 04950","44466","null","6419","null",
"8600000US04951","ZCTA5 04951","59643","null","11834","null",
"8600000US04952","ZCTA5 04952","56250","null","13521","null",
"8600000US04953","ZCTA5 04953","53429","null","8837","null",
"8600000US04955","ZCTA5 04955","57375","null","18770","null",
"8600000US04956","ZCTA5 04956","51833","null","8272","null",
"8600000US04957","ZCTA5 04957","49201","null","7453","null",
"8600000US04958","ZCTA5 04958","51635","null","6131","null",
"8600000US04961","ZCTA5 04961","37100","null","4271","null",
"8600000US04962","ZCTA5 04962","-","-","**","**",
"8600000US04963","ZCTA5 04963","68583","null","16583","null",
"8600000US04964","ZCTA5 04964","102188","null","97250","null",
"8600000US04965","ZCTA5 04965","52656","null","14705","null",
"8600000US04966","ZCTA5 04966","38750","null","3985","null",
"8600000US04967","ZCTA5 04967","49118","null","7033","null",
"8600000US04969","ZCTA5 04969","45625","null","8298","null",
"8600000US04970","ZCTA5 04970","60375","null","11920","null",
"8600000US04971","ZCTA5 04971","40000","null","18194","null",
"8600000US04973","ZCTA5 04973","70893","null","16781","null",
"8600000US04974","ZCTA5 04974","38920","null","21977","null",
"8600000US04975","ZCTA5 04975","-","-","**","**",
"8600000US04976","ZCTA5 04976","46415","null","5848","null",
"8600000US04978","ZCTA5 04978","86304","null","10936","null",
"8600000US04979","ZCTA5 04979","50688","null","11752","null",
"8600000US04981","ZCTA5 04981","61050","null","6990","null",
"8600000US04982","ZCTA5 04982","35114","null","15151","null",
"8600000US04983","ZCTA5 04983","36383","null","3945","null",
"8600000US04984","ZCTA5 04984","45536","null","4659","null",
"8600000US04985","ZCTA5 04985","-","-","**","**",
"8600000US04986","ZCTA5 04986","50120","null","6334","null",
"8600000US04987","ZCTA5 04987","44531","null","12691","null",
"8600000US04988","ZCTA5 04988","38359","null","15090","null",
"8600000US04989","ZCTA5 04989","66139","null","8135","null",
"8600000US04992","ZCTA5 04992","-","-","**","**",
"8600000US05001","ZCTA5 05001","63213","null","3067","null",
"8600000US05031","ZCTA5 05031","72167","null","15116","null",
"8600000US05032","ZCTA5 05032","63205","null","3813","null",
"8600000US05033","ZCTA5 05033","68510","null","9639","null",
"8600000US05034","ZCTA5 05034","63889","null","45603","null",
"8600000US05035","ZCTA5 05035","53750","null","32796","null",
"8600000US05036","ZCTA5 05036","60048","null","10358","null",
"8600000US05037","ZCTA5 05037","93750","null","36707","null",
"8600000US05038","ZCTA5 05038","53839","null","12274","null",
"8600000US05039","ZCTA5 05039","57500","null","16295","null",
"8600000US05040","ZCTA5 05040","87500","null","34962","null",
"8600000US05041","ZCTA5 05041","74300","null","45470","null",
"8600000US05042","ZCTA5 05042","58750","null","15214","null",
"8600000US05043","ZCTA5 05043","67212","null","16293","null",
"8600000US05045","ZCTA5 05045","51590","null","3816","null",
"8600000US05046","ZCTA5 05046","60817","null","12098","null",
"8600000US05048","ZCTA5 05048","67267","null","20675","null",
"8600000US05050","ZCTA5 05050","42179","null","8274","null",
"8600000US05051","ZCTA5 05051","57604","null","6658","null",
"8600000US05052","ZCTA5 05052","64122","null","5055","null",
"8600000US05053","ZCTA5 05053","114306","null","43998","null",
"8600000US05055","ZCTA5 05055","115345","null","35186","null",
"8600000US05056","ZCTA5 05056","63750","null","12014","null",
"8600000US05058","ZCTA5 05058","67750","null","49190","null",
"8600000US05059","ZCTA5 05059","-","-","**","**",
"8600000US05060","ZCTA5 05060","55901","null","10443","null",
"8600000US05061","ZCTA5 05061","67500","null","14327","null",
"8600000US05062","ZCTA5 05062","58750","null","15003","null",
"8600000US05065","ZCTA5 05065","60063","null","6772","null",
"8600000US05067","ZCTA5 05067","148333","null","46126","null",
"8600000US05068","ZCTA5 05068","62195","null","11438","null",
"8600000US05069","ZCTA5 05069","97625","null","54176","null",
"8600000US05070","ZCTA5 05070","98929","null","26930","null",
"8600000US05071","ZCTA5 05071","95893","null","55680","null",
"8600000US05072","ZCTA5 05072","96429","null","11350","null",
"8600000US05075","ZCTA5 05075","76438","null","17333","null",
"8600000US05076","ZCTA5 05076","47955","null","21947","null",
"8600000US05077","ZCTA5 05077","53750","null","18016","null",
"8600000US05079","ZCTA5 05079","60515","null","7422","null",
"8600000US05081","ZCTA5 05081","48403","null","16600","null",
"8600000US05083","ZCTA5 05083","-","-","**","**",
"8600000US05084","ZCTA5 05084","-","-","**","**",
"8600000US05086","ZCTA5 05086","65982","null","16258","null",
"8600000US05089","ZCTA5 05089","45484","null","8863","null",
"8600000US05091","ZCTA5 05091","81023","null","14207","null",
"8600000US05101","ZCTA5 05101","59560","null","7630","null",
"8600000US05141","ZCTA5 05141","50781","null","16650","null",
"8600000US05142","ZCTA5 05142","59464","null","13700","null",
"8600000US05143","ZCTA5 05143","62583","null","12146","null",
"8600000US05146","ZCTA5 05146","73750","null","15722","null",
"8600000US05148","ZCTA5 05148","70405","null","20958","null",
"8600000US05149","ZCTA5 05149","49808","null","6625","null",
"8600000US05150","ZCTA5 05150","55932","null","16740","null",
"8600000US05151","ZCTA5 05151","67500","null","9142","null",
"8600000US05152","ZCTA5 05152","94375","null","29346","null",
"8600000US05153","ZCTA5 05153","45000","null","11266","null",
"8600000US05154","ZCTA5 05154","110625","null","91231","null",
"8600000US05155","ZCTA5 05155","50446","null","20247","null",
"8600000US05156","ZCTA5 05156","48734","null","9171","null",
"8600000US05158","ZCTA5 05158","69000","null","27587","null",
"8600000US05161","ZCTA5 05161","88409","null","28135","null",
"8600000US05201","ZCTA5 05201","49035","null","6143","null",
"8600000US05250","ZCTA5 05250","63571","null","6399","null",
"8600000US05251","ZCTA5 05251","60625","null","45908","null",
"8600000US05252","ZCTA5 05252","78750","null","13815","null",
"8600000US05253","ZCTA5 05253","37292","null","19110","null",
"8600000US05254","ZCTA5 05254","101667","null","91784","null",
"8600000US05255","ZCTA5 05255","74609","null","22607","null",
"8600000US05257","ZCTA5 05257","60815","null","6295","null",
"8600000US05260","ZCTA5 05260","66667","null","39319","null",
"8600000US05261","ZCTA5 05261","62143","null","16276","null",
"8600000US05262","ZCTA5 05262","101635","null","32195","null",
"8600000US05301","ZCTA5 05301","44342","null","4470","null",
"8600000US05340","ZCTA5 05340","58750","null","24810","null",
"8600000US05341","ZCTA5 05341","-","-","**","**",
"8600000US05342","ZCTA5 05342","38828","null","6737","null",
"8600000US05343","ZCTA5 05343","55750","null","9485","null",
"8600000US05345","ZCTA5 05345","56029","null","6936","null",
"8600000US05346","ZCTA5 05346","59307","null","3996","null",
"8600000US05350","ZCTA5 05350","58750","null","17344","null",
"8600000US05352","ZCTA5 05352","73750","null","16237","null",
"8600000US05353","ZCTA5 05353","75341","null","22688","null",
"8600000US05354","ZCTA5 05354","75179","null","22638","null",
"8600000US05355","ZCTA5 05355","60391","null","8426","null",
"8600000US05356","ZCTA5 05356","49453","null","14754","null",
"8600000US05358","ZCTA5 05358","54688","null","30732","null",
"8600000US05359","ZCTA5 05359","68438","null","12235","null",
"8600000US05360","ZCTA5 05360","64276","null","15554","null",
"8600000US05361","ZCTA5 05361","68309","null","11752","null",
"8600000US05362","ZCTA5 05362","57917","null","14978","null",
"8600000US05363","ZCTA5 05363","56225","null","9002","null",
"8600000US05401","ZCTA5 05401","52297","null","4460","null",
"8600000US05403","ZCTA5 05403","75633","null","4786","null",
"8600000US05404","ZCTA5 05404","56236","null","10051","null",
"8600000US05405","ZCTA5 05405","-","-","**","**",
"8600000US05408","ZCTA5 05408","71467","null","9451","null",
"8600000US05439","ZCTA5 05439","-","-","**","**",
"8600000US05440","ZCTA5 05440","59545","null","10374","null",
"8600000US05441","ZCTA5 05441","68375","null","10312","null",
"8600000US05442","ZCTA5 05442","74375","null","13175","null",
"8600000US05443","ZCTA5 05443","68155","null","9468","null",
"8600000US05444","ZCTA5 05444","67500","null","20412","null",
"8600000US05445","ZCTA5 05445","106614","null","10242","null",
"8600000US05446","ZCTA5 05446","79172","null","4767","null",
"8600000US05447","ZCTA5 05447","44750","null","2685","null",
"8600000US05448","ZCTA5 05448","61538","null","19454","null",
"8600000US05450","ZCTA5 05450","65208","null","9633","null",
"8600000US05452","ZCTA5 05452","86447","null","5336","null",
"8600000US05454","ZCTA5 05454","79518","null","15572","null",
"8600000US05455","ZCTA5 05455","95852","null","19027","null",
"8600000US05456","ZCTA5 05456","105536","null","21925","null",
"8600000US05457","ZCTA5 05457","87667","null","10148","null",
"8600000US05458","ZCTA5 05458","90250","null","15570","null",
"8600000US05459","ZCTA5 05459","59856","null","16056","null",
"8600000US05461","ZCTA5 05461","96815","null","24056","null",
"8600000US05462","ZCTA5 05462","87784","null","6302","null",
"8600000US05463","ZCTA5 05463","57917","null","18185","null",
"8600000US05464","ZCTA5 05464","76250","null","8426","null",
"8600000US05465","ZCTA5 05465","96458","null","11084","null",
"8600000US05468","ZCTA5 05468","90131","null","6521","null",
"8600000US05471","ZCTA5 05471","27123","null","14860","null",
"8600000US05472","ZCTA5 05472","78438","null","7175","null",
"8600000US05473","ZCTA5 05473","83182","null","25057","null",
"8600000US05474","ZCTA5 05474","79500","null","15540","null",
"8600000US05476","ZCTA5 05476","48415","null","9818","null",
"8600000US05477","ZCTA5 05477","99228","null","14677","null",
"8600000US05478","ZCTA5 05478","60757","null","6268","null",
"8600000US05481","ZCTA5 05481","-","-","**","**",
"8600000US05482","ZCTA5 05482","91914","null","17516","null",
"8600000US05483","ZCTA5 05483","59400","null","8616","null",
"8600000US05485","ZCTA5 05485","63167","null","11556","null",
"8600000US05486","ZCTA5 05486","101758","null","11019","null",
"8600000US05487","ZCTA5 05487","62981","null","10064","null",
"8600000US05488","ZCTA5 05488","64949","null","9879","null",
"8600000US05489","ZCTA5 05489","97143","null","15636","null",
"8600000US05491","ZCTA5 05491","71782","null","8154","null",
"8600000US05492","ZCTA5 05492","78750","null","21594","null",
"8600000US05494","ZCTA5 05494","100083","null","13268","null",
"8600000US05495","ZCTA5 05495","86508","null","6471","null",
"8600000US05602","ZCTA5 05602","66971","null","3001","null",
"8600000US05640","ZCTA5 05640","92500","null","58288","null",
"8600000US05641","ZCTA5 05641","58483","null","6019","null",
"8600000US05647","ZCTA5 05647","60722","null","4942","null",
"8600000US05648","ZCTA5 05648","86667","null","43583","null",
"8600000US05649","ZCTA5 05649","55000","null","22400","null",
"8600000US05650","ZCTA5 05650","61406","null","10337","null",
"8600000US05651","ZCTA5 05651","66544","null","15247","null",
"8600000US05652","ZCTA5 05652","49479","null","20672","null",
"8600000US05653","ZCTA5 05653","48542","null","16164","null",
"8600000US05654","ZCTA5 05654","42417","null","17752","null",
"8600000US05655","ZCTA5 05655","70019","null","10579","null",
"8600000US05656","ZCTA5 05656","50000","null","16502","null",
"8600000US05657","ZCTA5 05657","-","-","**","**",
"8600000US05658","ZCTA5 05658","57007","null","6077","null",
"8600000US05660","ZCTA5 05660","92958","null","12059","null",
"8600000US05661","ZCTA5 05661","55882","null","5628","null",
"8600000US05663","ZCTA5 05663","72513","null","12158","null",
"8600000US05664","ZCTA5 05664","-","-","**","**",
"8600000US05667","ZCTA5 05667","48480","null","5185","null",
"8600000US05669","ZCTA5 05669","62083","null","11987","null",
"8600000US05672","ZCTA5 05672","70577","null","11200","null",
"8600000US05673","ZCTA5 05673","80182","null","12227","null",
"8600000US05674","ZCTA5 05674","60750","null","4790","null",
"8600000US05675","ZCTA5 05675","58993","null","3894","null",
"8600000US05676","ZCTA5 05676","74875","null","5885","null",
"8600000US05677","ZCTA5 05677","97171","null","37746","null",
"8600000US05678","ZCTA5 05678","51000","null","35691","null",
"8600000US05679","ZCTA5 05679","82348","null","12349","null",
"8600000US05680","ZCTA5 05680","66510","null","8116","null",
"8600000US05681","ZCTA5 05681","79444","null","11136","null",
"8600000US05682","ZCTA5 05682","64907","null","14010","null",
"8600000US05701","ZCTA5 05701","51591","null","4840","null",
"8600000US05730","ZCTA5 05730","65208","null","32860","null",
"8600000US05732","ZCTA5 05732","44625","null","36672","null",
"8600000US05733","ZCTA5 05733","57722","null","6672","null",
"8600000US05734","ZCTA5 05734","54712","null","14498","null",
"8600000US05735","ZCTA5 05735","46328","null","14362","null",
"8600000US05736","ZCTA5 05736","62560","null","9415","null",
"8600000US05737","ZCTA5 05737","76083","null","11018","null",
"8600000US05738","ZCTA5 05738","77813","null","18118","null",
"8600000US05739","ZCTA5 05739","52708","null","17363","null",
"8600000US05740","ZCTA5 05740","-","-","**","**",
"8600000US05742","ZCTA5 05742","69904","null","19527","null",
"8600000US05743","ZCTA5 05743","58321","null","5164","null",
"8600000US05744","ZCTA5 05744","62240","null","29080","null",
"8600000US05747","ZCTA5 05747","48958","null","16216","null",
"8600000US05748","ZCTA5 05748","61449","null","4403","null",
"8600000US05751","ZCTA5 05751","66250","null","13207","null",
"8600000US05753","ZCTA5 05753","70215","null","7093","null",
"8600000US05757","ZCTA5 05757","58958","null","9080","null",
"8600000US05758","ZCTA5 05758","70625","null","14510","null",
"8600000US05759","ZCTA5 05759","54020","null","7108","null",
"8600000US05760","ZCTA5 05760","58472","null","14875","null",
"8600000US05761","ZCTA5 05761","47250","null","23495","null",
"8600000US05762","ZCTA5 05762","56250","null","12883","null",
"8600000US05763","ZCTA5 05763","57242","null","6077","null",
"8600000US05764","ZCTA5 05764","57875","null","9993","null",
"8600000US05765","ZCTA5 05765","66364","null","4776","null",
"8600000US05766","ZCTA5 05766","82604","null","13959","null",
"8600000US05767","ZCTA5 05767","58393","null","13096","null",
"8600000US05769","ZCTA5 05769","80833","null","11784","null",
"8600000US05770","ZCTA5 05770","64236","null","13585","null",
"8600000US05772","ZCTA5 05772","68250","null","16126","null",
"8600000US05773","ZCTA5 05773","64423","null","12875","null",
"8600000US05774","ZCTA5 05774","67083","null","11837","null",
"8600000US05775","ZCTA5 05775","29268","null","6050","null",
"8600000US05776","ZCTA5 05776","50625","null","17480","null",
"8600000US05777","ZCTA5 05777","56920","null","8941","null",
